id,title,author,language,caption,captionItemName,keyword,digest,status,isDisplay,readNum,createTime,updateTime,coverUrl
514,Trump's Tariff Increases: How Can Crypto Companies and Investors React?,FinTax,2,1,,,,2,1,,2025/3/27 20:25,2025/3/27 20:26,files/20250327/d36a0de1668d4ff8a8cee8c401bb56e5.png
513,特朗普加征关税：加密企业和投资者如何应对？,FinTax,1,1,,,,2,1,,2025/3/27 20:20,2025/3/27 20:25,files/20250327/18edaaad5db84cd3af4472be6fd67444.png
512,Crypto's Victory? A Quick Overview of the Case of SEC vs. Ripple,FinTax,2,1,,,,2,1,,2025/3/27 20:19,,files/20250327/eca93241577b4be8bd8a8616e13698ca.png
511,加密的胜利？一文速览 SEC诉Ripple案始末,FinTax,1,1,,,,2,1,,2025/3/25 0:37,2025/3/27 20:19,files/20250324/08452f6e37c343cbaa7469d584eeab68.png
510,Breaking News: Japan’s New Crypto Regulatory Framework Set to Take Effect,FinTax,1,1,,,,2,1,,2025/3/21 16:14,,files/20250321/9376a2af07f144e88d4478cd5a20f1d2.png
509,重磅利好：日本加密监管新规即将落地,FinTax,1,1,,,,2,1,,2025/3/21 16:11,,files/20250321/36614627117e4eb8b5cfda9d3a1fdaf6.png
508,"FinTax Crypto Compliance Highlights—March 2025, Issue 1 ",FinTax,2,1,,,,2,1,,2025/3/18 16:55,,files/20250318/3169004853ab4a52a1d99e6cd24ec5df.png
507,FinTax 加密合规动态精选——2025年3月第1期 ,FinTax,1,1,,,,2,1,,2025/3/18 16:52,2025/3/18 16:55,files/20250318/cfc17894292d4334966a18da3d526408.png
506,Cayman Islands Tightens Regulations: Is the Era of Crypto-Friendly Policies Coming to an End?,FinTax,2,1,,,,2,1,,2025/3/17 22:00,,files/20250317/a0f94737173f45aab8b77d55519a59fb.png
505,开曼收紧监管：加密友好时代逐步落幕？,FinTax,1,1,,,,2,1,,2025/3/17 21:57,2025/3/17 22:00,files/20250317/8d94f18bb8724e5e9ac29659724fd925.png
504,OKX Loses $500 Million? Compliance Is Crucial for Business in the U.S.,FinTax,2,1,,,,2,1,,2025/3/13 23:24,,files/20250313/730bf52c8a434a2e80d50613cd6fa57d.png
503,OKX或将损失5亿美元？业务合规在美国太重要！,FinTax,1,1,,,,2,1,,2025/3/13 23:13,2025/3/13 23:14,files/20250313/61158556ce1f4c25afc480e5c11cb082.png
502,FinTax Crypto Asset Accounting and Auditing Series (I): Accounting Classification and Treatment of Crypto Assets,FinTax,2,1,,,,2,1,,2025/3/10 22:56,,files/20250310/00fe9857037747578faf2ba6fc4c2520.png
501,FinTax加密资产财会与审计专题（一）：加密资产的会计定性与处理方式,FinTax,1,1,,,,2,1,,2025/3/10 22:51,2025/3/10 22:51,files/20250310/44c4b9464a524ce48144fc01b179e387.png
500,Crypto Governance "Maple Compass": Canada's Cryptocurrency Taxation and Regulatory Framework ,FinTax,2,1,,,,2,1,,2025/3/6 9:39,2025/3/6 9:40,files/20250306/35dd7df4a0ae4b06a2ae2c816fbccbb7.png
499,加密治理“枫向标”：加拿大的加密货币税收与监管制度,FinTax,1,1,,,,2,1,,2025/3/6 9:27,2025/3/6 9:29,files/20250306/5c0f59a5a79d4ddd8c5d54158a35dcdd.png
498,Corporate Alternative Minimum Tax: A Big Trouble for MicroStrategy   ,FinTax,2,1,,,,2,1,,2025/3/3 21:37,,files/20250303/3fd17886984b426a9d9f6144e8db171f.png
497,企业代替最低税：微策略的大麻烦,FinTax,1,1,,,,2,1,,2025/3/3 21:33,2025/3/3 21:37,files/20250303/fc07fa5238194534a2b8903abd3f35fd.png
496,"FinTax Crypto Compliance Highlights  ( Feb 2025, Issue 2 )",FinTax,2,3,,,,2,1,,2025/3/3 21:26,,files/20250303/f7425ff8ae5347eb84b3c9852ecac776.png
495,FinTax加密合规动态精选——2025年2月第2期 ,FinTax,1,3,,,,2,1,,2025/3/3 21:19,2025/3/3 21:26,files/20250303/a3014a89a71f453ab88f83de7b2c14c9.png
494,Pushing for Crypto Tax Reform: Czech Republic’s Breakthrough in the Crypto Currency ,FinTax,2,3,,,,2,1,,2025/2/27 15:50,,files/20250227/5a5613158480442aaa284015f76d967e.png
493,力推加密税改：捷克在加密货币领域的破局之举,FinTax,1,3,,,,2,1,,2025/2/27 15:44,,files/20250227/f1ea0ee66eb24f128a88cb1ab4aa861d.png
492,Crypto Tax Evasion Controversy Resurfaces: What Trouble Is Dan Morehead Facing?,FinTax,2,1,,,,2,1,,2025/2/24 10:12,,files/20250224/ac6574b1b0804d37bcea58b514eb86b1.png
491,加密资产反避税风波再起：Dan Morehead遇上了什么麻烦？,FinTax,1,1,,,,2,1,,2025/2/24 10:08,2025/2/24 10:12,files/20250224/5fbb8fdf2c2448d381dd323418eef21d.png
490,Eastern Crypto Island: Taiwan’s Cryptocurrency Tax and Regulatory System,FinTax,2,1,,,,2,1,,2025/2/20 16:51,,files/20250220/b6caddb50f1b4a32830fa4bb36d3b3b0.png
489,东方加密宝岛：台湾的加密资产税收与监管制度,FinTax,1,1,,,,2,1,,2025/2/20 16:40,2025/2/20 16:51,files/20250220/79c26ffccb7142e09a91ad5788d0c753.png
488,Allowing Cryptocurrency Investment Immigration: Hong Kong’s Crypto-Friendly Policies Extend Further,FinTax,2,3,,,,2,1,,2025/2/17 21:04,,files/20250217/131ad6fe38aa4422bd84ee895661f1f8.png
487,允许加密货币投资移民：香港的加密利好不止于此,FinTax,1,3,,,,2,1,,2025/2/17 21:01,2025/2/17 21:04,files/20250217/a6d1eff15b5545839c3054da517bb494.png
486,"FinTax Crypto Compliance Highlights ( Feb 2025, Issue 1 )",FinTax,2,3,,,,2,1,,2025/2/17 19:10,,files/20250217/65f78137299b4c0a8dd335a62241d923.png
485,FinTax加密合规动态精选（2025年2月第1期 ）,FinTax,1,3,,,,2,1,,2025/2/17 19:05,2025/2/17 19:10,files/20250217/ef3119dfbcf9456ab5438af78977795d.png
484,UK Relaxes Cryptocurrency Staking Regulations: A Quick Overview,FinTax,2,3,,,,2,1,,2025/2/13 10:26,,files/20250213/d94a197570cc4cd298ef6406b45a3ff5.png
483,英国放宽加密货币质押监管：一文速览相关内容,FinTax,1,3,,,,2,1,,2025/2/13 10:23,2025/2/13 10:26,files/20250213/f55481464fa045a6a0d646ff40f68d31.png
482,USDT/USDC Prepaid Card’s Popularity Is Soaring – FinTax Reminds You to Be Aware of Related Risks,FinTax,2,3,,,,2,1,,2025/2/10 15:43,2025/2/10 15:43,files/20250210/dd095d58b4454ebdac9b8db5f65f6685.png
481,U卡热度直升，FinTax提醒您注意相关风险,FinTax,1,3,,,,2,1,,2025/2/10 15:38,2025/2/10 15:43,files/20250210/23de2cce87cb4559b9f2c3a30f480936.png
480,Tax Season Must-Read: How to Fill Out the 1099-DA Form?,FinTax,2,3,,,,2,1,,2025/2/6 20:15,2025/2/7 9:42,files/20250206/cf907dd9ea9146e88a540118cc8b1f08.png
479,报税季必读|神秘的1099-DA表格该怎么填？,FinTax,1,3,,,,2,1,,2025/2/6 20:10,2025/2/6 20:10,files/20250206/b266e1037eae4d5a94f7042268ea153e.png
478,Tax Season Must-Read | Tax-saving Tips: Choose the Cost Basis of Crypto Assets Wisely!,FinTax,2,3,,,,2,1,,2025/2/6 17:09,2025/2/7 9:42,files/20250206/344e730c623645c08d4d0f19941fe9f9.png
477,报税季必读|省税秘诀：合理选择加密资产成本基础!,FinTax,1,3,,,,2,1,,2025/2/6 17:07,2025/2/6 20:00,files/20250206/b930b27c608d49c4b7201a6766ecc41e.png
476,报税季必读|美国纳税人请注意：这4类加密收入也需要纳税！,FinTax,1,3,,,,2,1,,2025/2/6 17:00,2025/2/6 17:00,files/20250206/4398ee1f37c54eec9d74841f280a426e.png
475,"Tax Season Must-Read | U.S. Taxpayers, Take Note: These 4 Types of Crypto Income Are Also Taxable! ",FinTax,2,3,,,,2,1,,2025/2/6 16:55,2025/2/6 17:00,files/20250206/f5fbafeb964a4891bdb3299b0383911d.png
474,Must-Read for Tax Season: Do You Need to Pay Taxes on Cryptocurrency Investments in the U.S.? ,FinTax,2,3,,,,2,1,,2025/2/6 16:52,2025/2/6 20:03,files/20250206/38bfede4ad01433d90ce2d5cd8f710a0.png
473,报税季必读 | 在美国投资加密资产需要纳税吗？不想被罚款就记住这6点！,FinTax,1,3,,,,2,1,,2025/2/6 16:46,2025/2/6 20:07,files/20250206/1df20ec4976d41c095901ccafa4ea94a.png
472,Why Has Kenya Become Africa’s Crypto Pioneer?  ——From the Perspective of Tax and Compliance Systems,TaxDAO,2,1,,,,2,1,,2025/2/3 22:17,2025/2/3 22:40,files/20250203/c74e14c88aee43bf91896b29a73a2f43.png
471,肯尼亚何以成为非洲加密资产先锋——基于税收与监管制度的视角,TaxDAO,1,1,,,,2,1,,2025/2/3 22:11,2025/2/3 22:17,files/20250203/985e5ca4742749e985ae6866ea94289c.png
470,FinTax Crypto Compliance Policy Report for the Second Half of January  ,FinTax,2,3,,,,2,1,,2025/2/2 23:20,2025/2/3 12:03,files/20250207/f88116b34ec34e9e9c848625f64ddd76.png
469,FinTax 1月下半月加密合规政策报告 ,FinTax ,1,3,,,,2,1,,2025/2/2 23:12,2025/2/2 23:20,files/20250207/c012eaf5524641abaa0a8999a1c74092.png
468,Entering a New Era of Regulation: An Interpretation of Saudi Arabia's Cryptocurrency Policies,TaxDAO,2,1,,,,2,1,,2025/1/27 14:27,,files/20250127/ca2e9fd674bd49989fbb517278282440.png
467,走向监管新纪元：沙特阿拉伯加密货币政策解读,TaxDAO,1,1,,,,2,1,,2025/1/27 8:56,2025/1/27 8:57,files/20250127/f9b36a460e2a46e78523d27af6145339.png
466,"""Make Memecoins Great Again?"" The Party of Trump's Meme Coin and the Hidden Worries",FinTax,2,3,,,,2,1,,2025/1/22 15:23,2025/2/6 20:16,files/20250122/6b4cb5a3f80048a8a88f8c74e1825732.png
465,让meme币再次伟大？特朗普发币的狂欢与隐忧,FinTax,1,3,,,,2,1,,2025/1/20 10:04,2025/1/20 10:05,files/20250120/9a8f16dd1fdc4c999f9affad81db2562.png
464,FinTax Crypto Compliance Policy Report for the First Half of January ,FinTax,2,3,,,,2,1,,2025/1/16 19:22,2025/2/7 9:55,files/20250207/96fd2dbcc5534e8e87ede76e02798c1a.png
463,FinTax 1月上半月加密合规政策报告  ,FinTax,1,3,,,,2,1,,2025/1/16 19:08,2025/1/16 19:22,files/20250207/898b872bbe89408eb0e3128d171c9ce5.png
462,"New U.S. Crypto Asset Tax Reporting Regulations: Overview, Impact and Practical Tips",FinTax,2,1,,,,2,1,,2025/1/15 16:44,2025/2/7 10:49,files/20250115/f0edb5b9de5043baa094d560fa598b40.png
461,美国加密资产税务报告新规：内容、影响与对策,FinTax,1,1,,,,2,1,,2025/1/15 15:25,2025/1/15 16:44,files/20250115/9cb3521fa5f54cefaca2b91c941c5e50.png
460,Japan Plans To Reduce The Tax Rate On Crypto Assets To Promote The Development Of The Web3 Industry,FinTax,2,3,,,,2,1,,2025/1/14 12:09,2025/2/7 10:50,files/20250114/97cc9f99c1d94c22aaa0898264a9055f.png
459,日本计划降低加密资产税率以推动Web3行业发展 ,FinTax,1,3,,,,2,1,,2025/1/13 10:09,2025/1/14 12:09,files/20250113/8fae35b45daf4988894d9556a14286d4.png
458,18 U.S. States Jointly Sue the SEC: What Are the Chances for Victory? （2/2）,TaxDAO,2,1,,,,2,1,,2025/1/8 10:16,,files/20250108/36732a635ca44eca8d291d72f357119e.png
457,美国18州联合起诉SEC，双方胜算几何（下）,TaxDAO,1,1,,,,2,1,,2025/1/8 10:10,,files/20250108/7b4e92f038b14c04b0171438943acd2b.png
456,18 U.S. States Jointly Sue the SEC: What Are the Chances for Victory? （1/2）,TaxDAO,2,1,,,,2,1,,2025/1/6 9:40,,files/20250106/4cd60b88dc52469785939e1602d53b72.png
455,美国18州联合起诉SEC，双方胜算几何（上）,TaxDAO,1,1,,,,2,1,,2025/1/6 9:35,2025/1/6 9:40,files/20250106/4ba479a5237a4f17a090a1345e169a2d.png
454,FinTax 12月下半月加密合规政策报告  ,FinTax,1,3,,,,2,1,,2025/1/2 19:29,2025/2/7 9:58,files/20250207/9172bac3aab74a5b836c01aa5010c368.png
453,FinTax Crypto Compliance Policy Report for the Second Half of December ,FinTax,2,3,,,,2,1,,2025/1/2 19:28,2025/1/2 19:29,files/20250207/5c7f35bb9f824d0189c0057738ec4973.png
452,U.S. Crypto Broker Rules: A Bitter Pill or Lethal Poison?,FinTax,2,3,,,,2,1,,2025/1/1 21:50,2025/2/7 10:23,files/20250101/04e9317cf95a4d04a92e664bd3bfd0aa.png
451,美国加密经纪人规则：苦口良药还是致命毒药？ ,FinTax,1,3,,,,2,1,,2025/1/1 10:00,2025/1/1 21:50,files/20250101/1772d9e04ded44ec9fac13b67706a7bf.png
450,TaxDAO wishes you a happy New Year and may all your wishes come true!,TaxDAO,2,3,,,,2,1,,2025/1/1 9:58,2025/1/1 9:58,files/20250101/f47f2c12c7ea4e62a0b0801706762459.png
449,TaxDAO恭祝您新年快乐，心想事成！,TaxDAO,1,3,,,,2,1,,2025/1/1 9:56,2025/1/1 9:58,files/20250101/36a032e7535440d2a83b95496a7fdf42.png
448,Hong Kong Commits to Implementing CARF: What Impacts Will Aligning Regulations with International Standards Bring?,FinTax,2,3,,,,2,1,,2024/12/30 13:30,2025/2/7 10:52,files/20241230/72f2dab354f4487d9500c8f260657dce.png
447,香港承诺实施CARF：监管接轨国际，将带来哪些影响？,FinTax,1,3,,,,2,1,,2024/12/30 13:26,2024/12/30 13:30,files/20241230/1b5a663137384f09ad3c280a601e9625.png
446,FinTax Telegram Mini App Is Officially Recommended by TON: Leading the Future of Crypto Financial Management and Tax Filing,FinTax,2,3,,,,2,1,,2024/12/28 10:03,2024/12/28 10:07,files/20241228/576012836f59499c9fe85c2777370842.png
445,FinTax Telegram Mini App获TON官方推荐,FinTax,1,3,,,,2,1,,2024/12/27 21:06,2024/12/28 10:03,files/20241227/e6039021ca9e4c65aca2a611c2b7067b.png
444,The Dream of Sudden Wealth from Meme Coins: The Dangerous Tax Traps in the $140 Billion Market,FinTax,2,3,,,,2,1,,2024/12/25 19:17,2025/2/7 10:53,files/20241225/25047ec080b4497d90f1493025cf82a6.png
443,Meme币暴富梦背后：1400亿美元市场中的致命税务陷阱,FinTax,1,3,,,,2,1,,2024/12/25 19:14,2024/12/25 19:17,files/20241225/9ab3af8a9a094372836f25a0303e1137.png
442,The Tax Predicament of South Korea's 'Cryptocurrency King': The Story Behind Do Kwon's 100 Billion Tax Bill,FinTax,2,3,,,,2,1,,2024/12/23 12:44,2024/12/23 12:44,files/20241223/6d0355ff025f488e80ffafbd4b807823.png
441,韩国加密货币之王的税务困局：Do Kwon被追缴千亿税款始末,FinTax,1,3,,,,2,1,,2024/12/23 10:19,2024/12/23 12:44,files/20241223/c01400bac9b44aebbe72d3cca3e5a1c8.png
440,$40 Million for a Lesson? A Look Back at MicroStrategy CEO Saylor’s Tax Settlement,FinTax,2,3,,,,2,1,,2024/12/20 11:56,2024/12/23 12:44,files/20241220/8f86108ddf8a4bacb7ff72343505b7d7.png
439,4000万美元买1个教训？回看微策略CEO Saylor的税务和解案,FinTax,1,3,,,,2,1,,2024/12/20 11:53,2024/12/23 12:44,files/20241220/4ff4e591cf1b46c6acf74b65ae2724c7.png
438,FinTax 12月上半月加密合规政策报告  ,FinTax,1,3,,,,2,1,,2024/12/18 17:16,2024/12/18 17:18,files/20250207/04ef0983e5424b7da9e60c2e4af6a6f6.png
437,FinTax Crypto Compliance Policy Report for the First Half of December  ,FinTax,2,3,,,,2,1,,2024/12/18 17:10,2024/12/18 17:11,files/20250207/3def5fb420ce4d2bb816e09dad102908.png
436,"$4 Million Bitcoin Tax Evasion! DOJ Takes Action for the First Time, Sparking Intense Debate in the Crypto Community ",TaxDAO,2,3,,,,2,1,,2024/12/18 2:21,2024/12/18 9:12,files/20241217/680978d9a216424a84a0c1a8d567d93e.png
435,400万美元比特币交易逃税！美司法部首次出手，引发加密社区激烈讨论,TaxDAO,1,3,,,,2,1,,2024/12/18 2:18,2024/12/18 2:21,files/20241217/0184d22d4ad7412c8f8719272f6ca80f.png
434,IRS vs. Bitcoin Jesus: A $48 Million Tax Dispute!,TaxDAO,2,3,,,,2,1,,2024/12/16 16:31,2024/12/16 16:32,files/20241216/f250a545cf964b6eb2e210b39abbbd4e.png
433,美国国税局VS比特币耶稣：4800万美金巨额税务争议！,TaxDAO,1,3,,,,2,1,,2024/12/16 9:00,2024/12/16 16:31,files/20241216/797592ee827b4c1d89d67649a79612ce.png
432,French Senate Proposes Taxing Unrealized Gains: New Challenges for Cryptocurrency Investors,TaxDAO,2,1,,,,2,1,,2024/12/9 10:40,2024/12/9 10:40,files/20241209/91463ca3bac04f6f905b8718b5a1ea41.png
431,法国拟对未实现加密货币收益征税 | 法案详解,TaxDAO,1,1,,,,2,1,,2024/12/9 10:31,2024/12/9 10:40,files/20241209/ba337a275569486aad64e0f7c0e7fca1.png
430,From Rejection to Acceptance: Denmark's Major Shift in Cryptocurrency Policy,TaxDAO,2,1,,,,2,1,,2024/12/4 12:38,,files/20241204/1605bc2833804e5b91ca28d6fc269521.png
429,从排斥到接纳：丹麦加密政策大转向,TaxDAO,1,1,,,,2,1,,2024/12/4 12:12,2024/12/4 12:38,files/20241204/9a922192c750400abdb616833bc6eb72.png
428,FinTax 11月下半月加密合规政策报告 ,FinTax,1,1,,,,2,1,,2024/12/2 19:04,2024/12/2 19:08,files/20250207/ea173cf54f18401c9ece21b23ed2c3ac.png
427,FinTax Crypto Compliance Policy Report for the Second Half of November ,FinTax,2,1,,,,2,1,,2024/12/2 19:01,2024/12/2 19:04,files/20250207/95f1028d37c544ddaabf6641343ace95.png
426,Proposal for Tax Exemption Policy in Hong Kong: A Positive Move for Cryptocurrency,FinTax,2,3,,,,2,1,,2024/12/2 9:46,2025/2/7 10:57,files/20241202/253cf09843d64f85b17f58636922ebb8.png
425,香港计划免税政策提案：加密货币迎利好,FinTax,1,3,,,,2,1,,2024/12/2 9:35,2024/12/2 9:46,files/20241202/171ef04b24f54ec18a3f433bcc20232c.png
424,The Ideal Choice for Digital Nomads: Portugal's Crypto Asset Taxation and Regulatory System,TaxDAO,2,1,,,,2,1,,2024/11/27 10:12,2024/11/27 10:12,files/20241127/a4efb7c0ec4c4893b4f7821490d9f1db.png
423,数字游民的理想选择：葡萄牙加密资产税收与监管制度,TaxDAO,1,1,,,,2,1,,2024/11/27 10:05,2024/11/27 10:12,files/20241127/8af002ad225d4a2db1618ce51ff3d3dd.png
422,Research on Stablecoin Regulatory Policies in Major Countries and Regions,TaxDAO,2,1,,,,2,1,,2024/11/24 18:30,2024/11/24 19:43,files/20241124/0e82e60f565c42eab61f79b0dd55c923.png
421,部分国家和地区稳定币监管政策研究专题,TaxDAO,1,1,,,,2,1,,2024/11/24 17:16,2024/11/24 17:16,files/20241124/346d611c04554dbd97ca8aa32f6c375c.png
419,Russia Implements Two-Stage Taxation on Cryptocurrency Mining Income ,FinTax,2,3,,,,2,1,,2024/11/18 9:26,2024/11/18 9:53,files/20241118/301ce088e4424334ac562b7bbc52d386.png
418,俄罗斯：拟对挖矿收入分阶段征收两次税款,FinTax,1,3,,,,2,1,,2024/11/18 9:23,2024/11/18 9:26,files/20241118/5e48cea343524891ac1f84fe147571e5.png
417,FinTax Crypto Compliance Policy Report for the First Half of November ,FinTax,2,1,,,,2,1,,2024/11/17 10:45,2024/11/17 10:48,files/20250207/ac8e5ef022b14a04892e78fedfea6e4d.png
416,FinTax 11月上半月加密合规政策报告 ,FinTax,1,1,,,,2,1,,2024/11/17 10:41,2024/11/17 10:41,files/20250207/9c8da825ad954e589e57c402fedc7423.png
415,Kenya Revenue Authority Takes Bold Steps: Tech Upgrades Aim for Precise Crypto Asset Taxation,TaxDAO,2,3,,,,2,1,,2024/11/13 9:29,,files/20241113/188776306c0b431a900ee06ef09256ee.png
414,肯尼亚征收巨量加密税：技术升级帮助精准征税,TaxDAO,1,3,,,,2,1,,2024/11/13 9:19,2024/11/13 9:22,files/20241113/7b2499d6b7a647a1b9633c732bc40d11.png
413,Israel May Increase Taxation on Crypto Assets,FinTax,2,3,,,,2,1,,2024/11/11 10:11,2024/11/13 9:24,files/20241111/bc61c385d6d94830ba087b7948c239ac.png
412,以色列或将增大对加密资产的课税力度,FinTax,1,3,,,,2,1,,2024/11/11 9:00,2024/11/13 9:24,files/20241111/dd111fc8c42d4076ba430a11ccafe165.png
411,Innovative Approaches to Crypto-Finance Strategy: An In-Depth Look at the Qatar Financial Centre's Digital Asset Framework,TaxDAO,2,1,,,,2,1,,2024/11/6 10:03,2024/11/13 9:24,files/20241106/f335d7baf3254bb196c25f3e021daba9.png
410,加密金融战略的革新之道——卡塔尔金融中心数字资产框架详解,TaxDAO,1,1,,,,2,1,,2024/11/6 9:54,2024/11/6 10:03,files/20241106/ce52a200dffe4421b832b3fb71649927.png
409,"Evolution, Regulation and Opportunity: Where will crypto assets go amid  the wave of the U.S. presidential election?",TaxDAO,2,3,,,,2,1,,2024/11/6 9:39,,files/20241106/3b4802a6602e43278a6a5c573b9d64cb.png
408,沿革、监管与机遇：美国大选浪潮下加密货币何去何从？,TaxDAO,1,3,,,,2,1,,2024/11/5 11:43,2024/11/6 9:39,files/20241105/3b656f536ad3409eacdc4f838ff46c32.png
407,FinTax Financial Advisory Services: Help Wealth Management Secure and Compliant.,TaxDAO,2,3,,,,2,1,,2024/11/4 9:48,,files/20241104/71ff0631e2854e87bd77480b7e486667.png
406,FinTax财务顾问服务：助您合规、安全管理金融资产！ ,TaxDAO,1,3,,,,2,1,,2024/11/4 9:38,2024/11/4 9:48,files/20241104/ee8de3623d624a39b24bad926da50a2d.png
405,Colorado: A Welcoming and Inclusive Hub for Cryptocurrency and Technology Enterprises,TaxDAO-Carlton,2,1,,,,2,1,,2024/10/30 9:07,2024/10/30 9:18,files/20241030/69b7bd20cb0f46339950cb94db027721.png
404,​​​科罗拉多州：包容、开放的加密科技企业高地,TaxDAO,1,1,,,,2,1,,2024/10/30 0:38,2024/10/30 0:38,files/20241029/555f20126c5e4e6d9e942d0a7ba1795d.png
403,Denmark Proposes First-Ever Tax on Unrealized Capital Gains for Cryptocurrency: Strategic Intentions and Potential Impact,TaxDAO,2,3,,,,2,1,,2024/10/28 0:41,2024/10/28 0:42,files/20241027/14f35160ca2c4818a90b9b765fed2d40.png
402,丹麦拟首推加密货币未实现资本利得税：战略意图与潜在影响,TaxDAO,1,3,,,,2,1,,2024/10/28 0:26,2024/10/28 0:28,files/20241027/b2c3b789998d4f8182666e54e5f3fa82.png
401,Why Texas is a Hub for Crypto Companies: A Tax and Regulatory Perspective,TaxDAO,2,1,,,,2,1,,2024/10/22 21:46,2024/10/23 8:56,files/20241022/c0f964ec533443d9bea39bec9d13c72e.png
400,得克萨斯州何以备受加密企业青睐：基于税务与监管的视角,TaxDAO,1,1,,,,2,1,,2024/10/20 17:06,2024/10/22 21:46,files/20241020/0ec1c9e6cdef46f3a7852bb66d79224a.png
399,意大利大幅提升加密交易资本利得税 有何用意？,TaxDAO,1,3,,,,2,1,,2024/10/20 17:02,2024/10/21 9:05,files/20241020/df0d95925da5448b80f867939c09a3b6.png
398,Italy's Crypto Policy Analysis: A Duet of Taxation and Regulatory Innovation ,TaxDAO,2,1,,,,2,1,,2024/10/16 0:05,2024/10/16 0:16,files/20241015/b01efcffaa3d493db51591dc7aed9be8.png
397,意大利加密政策解读：税收与监管创新的双重奏,TaxDAO,1,1,,,,2,1,,2024/10/15 23:53,2024/10/16 0:05,files/20241015/68172e87f9ce4b7ea839f98fe0b84fa6.png
396,How to Obtain a License to Operate a Stablecoin Business in Hong Kong? Understanding the Hong Kong Government's Stablecoin Regulatory Framework,TaxDAO,2,1,,,,2,1,,2024/10/14 12:32,2025/2/8 10:17,files/20241014/e0355d1cd463470f9fcca9e2c0215910.png
395,在香港如何持牌开展稳定币业务？读懂港府稳定币监管,TaxDAO,1,1,,,,2,1,,2024/10/14 10:34,2024/10/14 12:32,files/20241014/31d1fc9ff003434b9f674c08a07232bc.png
394,阿联酋：将豁免加密金融服务的增值税,TaxDAO,1,2,,,,2,1,,2024/10/11 8:55,,files/20241011/cf89cdb9cfe24845860f60cafe0e7046.png
393,On-Chain India: A Detailed Analysis of India's Cryptocurrency Taxation and Regulatory Policies ,TaxDAO,2,1,,,,2,1,,2024/10/6 22:18,2024/10/9 8:59,files/20241006/d8884899594049fe89d6e2e081004756.png
392,链上天竺：印度加密资产税收与监管政策详解,TaxDAO,1,1,,,,2,1,,2024/10/6 21:28,2024/10/6 22:18,files/20241006/393af3149b9c42ada6efd13ca681ac03.png
391,Qatar's Major Advancements in the Cryptocurrency Sector: Policy Innovation and Regulatory Reinforcement ,TaxDAO,2,1,,,,2,1,,2024/10/6 21:26,2024/10/7 9:00,files/20241006/493a5ca4e494454b9f9d941a2073e796.png
390,卡塔尔加密货币领域迎重大进展：政策革新与监管强化,TaxDAO,1,1,,,,2,1,,2024/10/6 21:16,2024/10/6 21:26,files/20241006/58e17db3cdd6402d91cf349be57554d8.png
389,Understanding Crypto AML in One Article:  International Regulatory Frameworks and Increasingly Strict Disclosure Obligations,TaxDAO,2,1,,,,2,1,,2024/10/1 22:55,2024/10/2 9:05,files/20241001/8bc173b7e41048599a1152ef74dc4cd3.png
388,一文读懂Crypto反洗钱：国际监管框架和愈发严格的信息披露义务,TaxDAO,1,1,,,,2,1,,2024/10/1 22:48,2024/10/2 9:05,files/20241001/d68ac7efe5bb412893fd9199e4f92255.png
387,FinTax Officially Launches on DxPool: Seamless Compliance for Mining Income Reporting,TaxDAO,2,3,,,,2,1,,2024/10/1 20:59,2024/10/1 21:00,files/20241001/9adeff077c8f4885b15d3a917eeede3e.png
386,FinTax正式上线DxPool：轻松合规申报挖矿收入,TaxDAO,1,3,,,,2,1,,2024/10/1 20:50,2024/10/1 20:59,files/20241001/e2bd066cf15b4703b5969977f384c007.png
385,私募加密基金专题：私募加密基金基本情况、监管规则与税务政策概述,WolfDAO&TaxDAO,1,1,,,,2,1,,2024/9/29 23:40,2024/9/30 8:56,files/20240929/e6543283a39e43fa86455b800be0934c.png
384,"Special Topic on Private Crypto Fund : Overview of Basic Information, Regulatory Rules, and Tax Policies for Private Crypto Funds",WolfDAO & TaxDAO & Lava Capital SPC,2,1,,,,2,1,,2024/9/29 23:30,2024/9/29 23:33,files/20240929/d8a2b65582544dfa8dcaaa6f05a5612a.png
381,Open and Friendly: Germany's Crypto Asset Tax and Regulatory Regime ,TaxDAO,2,1,,,,2,1,,2024/9/25 8:55,2024/9/25 8:56,files/20240925/4fbf48bb4a044d2ca81a10815623d0ef.png
380,Dissecting the Latest Crypto Tax Information Exchange Consensus: How will CARF Be Implemented?,TaxDAO,2,1,,,,2,1,,2024/9/23 8:55,2024/9/23 8:55,files/20240923/b9b1f183122a4d0b9ee5a3390201d9af.png
379,解析最新加密税信息交换共识：CARF将如何落实？ ,TaxDAO,1,1,,,,2,1,,2024/9/22 17:36,2024/9/23 8:55,files/20240922/c1a1300e7d16411492a657a4657a7b81.png
378,开放而友好：德国加密资产税收与监管制度 ,TaxDAO,1,1,,,,2,1,,2024/9/22 17:35,2024/9/25 8:56,files/20240922/8dc6ffc26c3d42969d802225995f1896.png
377,FinTax Will Participate in Token2049 at Booth K23,TaxDAO,2,3,,,,2,1,,2024/9/15 20:57,2024/9/16 9:00,files/20240915/e8920e3e37a447f5be53811d35a3ca6c.png
376,Crypto Asset Taxation and Regulatory System in "Tax Haven" Switzerland,TaxDAO,2,1,,,,2,1,,2024/9/15 20:56,2024/9/18 9:00,files/20240915/9235fa9fd097459a81ba62a58621472b.png
